sample_id,label,defect_type,category,n_sensor_rows,duration_s,n_images,const_sensor_cols,issues
02-23-23-0123-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,378,41.79,5,[],[]
02-23-23-0124-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,378,41.94,5,[],[]
02-23-23-0125-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,378,42.01,5,[],[]
02-23-23-0126-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,374,41.69,5,[],[]
02-23-23-0127-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,379,41.73,5,[],[]
02-23-23-0128-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,378,41.71,5,[],[]
02-23-23-0129-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,378,41.9,5,[],[]
02-23-23-0130-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,376,41.84,5,[],[]
11-07-22-0161-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,331,36.59,5,[],[]
11-07-22-0162-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,331,36.56,5,[],[]
11-07-22-0163-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,331,36.62,5,[],[]
11-07-22-0164-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,330,36.59,5,[],[]
11-07-22-0165-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,330,36.56,5,[],[]
11-07-22-0166-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,332,36.63,5,[],[]
11-07-22-0167-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,330,36.63,5,[],[]
11-07-22-0168-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,329,36.49,5,[],[]
11-07-22-0169-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,330,36.55,5,[],[]
11-07-22-0170-01,1,excessive_penetration,excessive_penetration_weld_10_11-07-22_Butt,329,36.54,5,[],[]
11-27-22-0181-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,317,35.15,5,[],[]
11-27-22-0182-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,321,35.26,5,[],[]
11-27-22-0183-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,318,35.29,5,[],[]
11-27-22-0184-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,318,35.32,5,[],[]
11-27-22-0185-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,319,35.31,5,[],[]
11-27-22-0186-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,318,35.31,5,[],[]
11-27-22-0187-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,321,35.37,5,[],[]
11-27-22-0188-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,320,35.32,5,[],[]
11-27-22-0189-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,319,35.39,5,[],[]
11-27-22-0190-01,1,excessive_penetration,excessive_penetration_weld_11_11-27-22_butt,321,35.29,5,[],[]
11-27-22-0201-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,319,35.26,5,[],[]
11-27-22-0202-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,318,35.23,5,[],[]
11-27-22-0203-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,317,35.3,5,[],[]
11-27-22-0204-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,319,35.21,5,[],[]
11-27-22-0205-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,320,35.34,5,[],[]
11-27-22-0206-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,317,35.21,5,[],[]
11-27-22-0207-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,319,35.26,5,[],[]
11-27-22-0208-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,320,35.38,5,[],[]
11-27-22-0209-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,318,35.24,5,[],[]
11-27-22-0210-01,1,excessive_penetration,excessive_penetration_weld_12_11-27-22_butt,317,35.17,5,[],[]
11-27-22-0221-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,318,35.35,5,[],[]
11-27-22-0222-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,322,35.26,5,[],[]
11-27-22-0223-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,318,35.38,5,[],[]
11-27-22-0224-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,317,35.14,5,[],[]
11-27-22-0225-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,320,35.33,5,[],[]
11-27-22-0226-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,319,35.32,5,[],[]
11-27-22-0227-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,320,35.22,5,[],[]
11-27-22-0228-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,319,35.2,5,[],[]
11-27-22-0229-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,318,35.24,5,[],[]
11-27-22-0230-01,1,excessive_penetration,excessive_penetration_weld_13_11-27-22_butt,320,35.26,5,[],[]
11-27-22-0241-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,320,35.31,5,[],[]
11-27-22-0242-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,318,35.21,5,[],[]
11-27-22-0243-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,318,35.22,5,[],[]
11-27-22-0244-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,317,35.23,5,[],[]
11-27-22-0245-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,315,35.02,5,[],[]
11-27-22-0246-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,319,35.32,5,[],[]
11-27-22-0247-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,320,35.31,5,[],[]
11-27-22-0248-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,317,35.21,5,[],[]
11-27-22-0249-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,317,35.28,5,[],[]
11-27-22-0250-01,1,excessive_penetration,excessive_penetration_weld_14_11-27-22_butt,319,35.21,5,[],[]
12-23-22-0261-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,331,36.78,5,[],[]
12-23-22-0262-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,330,36.71,5,[],[]
12-23-22-0263-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,334,36.98,5,[],[]
12-23-22-0264-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,357,39.31,5,[],[]
12-23-22-0265-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,333,36.92,5,[],[]
12-23-22-0266-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,334,36.91,5,[],[]
12-23-22-0267-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,334,36.97,5,[],[]
12-23-22-0268-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,334,36.78,5,[],[]
12-23-22-0269-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,335,36.92,5,[],[]
12-23-22-0270-01,1,excessive_penetration,excessive_penetration_weld_15_12-23-22_butt_BSK46,334,36.87,5,[],[]
12-23-22-0281-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,334,36.89,5,[],[]
12-23-22-0282-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,333,36.78,5,[],[]
12-23-22-0283-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,332,36.81,5,[],[]
12-23-22-0284-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,332,36.81,5,[],[]
12-23-22-0285-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,334,36.97,5,[],[]
12-23-22-0286-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,334,36.77,5,[],[]
12-23-22-0287-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,331,36.57,5,[],[]
12-23-22-0288-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,330,36.65,5,[],[]
12-23-22-0289-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,335,37.01,5,[],[]
12-23-22-0290-01,1,excessive_penetration,excessive_penetration_weld_16_12-23-22_butt_BSK46,334,36.76,5,[],[]
09-09-22-0001-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,327,36.24,5,[],[]
09-09-22-0002-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,334,36.88,5,[],[]
09-09-22-0003-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,327,36.32,5,[],[]
09-09-22-0004-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,329,36.38,5,[],[]
09-09-22-0005-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,331,36.8,5,[],[]
09-09-22-0006-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,330,36.35,5,[],[]
09-09-22-0007-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,326,36.38,5,[],[]
09-09-22-0008-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,324,36.36,5,[],[]
09-09-22-0009-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,324,36.39,5,[],[]
09-09-22-0010-01,1,excessive_penetration,excessive_penetration_weld_1_09_09_2022_butt_joint,328,36.38,5,[],[]
10-02-22-0001-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,329,36.57,5,[],[]
10-02-22-0002-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,332,36.8,5,[],[]
10-02-22-0003-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,328,36.68,5,[],[]
10-02-22-0004-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,332,36.73,5,[],[]
10-02-22-0005-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,332,36.77,5,[],[]
10-02-22-0006-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,329,36.66,5,[],[]
10-02-22-0007-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,332,36.83,5,[],[]
10-02-22-0008-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,331,36.67,5,[],[]
10-02-22-0009-01,1,excessive_penetration,excessive_penetration_weld_2_10-02-22_butt,333,36.71,5,[],[]
10-02-22-0021-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,334,36.77,5,[],[]
10-02-22-0022-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,332,36.82,5,[],[]
10-02-22-0023-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,333,36.55,5,[],[]
10-02-22-0024-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,335,36.81,5,[],[]
10-02-22-0025-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,331,36.84,5,[],[]
10-02-22-0026-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,331,36.64,5,[],[]
10-02-22-0027-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,336,36.85,5,[],[]
10-02-22-0028-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,332,36.82,5,[],[]
10-02-22-0029-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,331,36.69,5,[],[]
10-02-22-0030-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,332,36.62,5,[],[]
10-02-22-0031-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,331,36.77,5,[],[]
10-02-22-0032-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,333,36.83,5,[],[]
10-02-22-0033-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,330,36.78,5,[],[]
10-02-22-0034-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,332,36.82,5,[],[]
10-02-22-0035-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,332,36.81,5,[],[]
10-02-22-0036-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,331,36.9,5,[],[]
10-02-22-0037-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,332,36.75,5,[],[]
10-02-22-0038-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,329,36.62,5,[],[]
10-02-22-0039-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,331,36.74,5,[],[]
10-02-22-0040-01,1,excessive_penetration,excessive_penetration_weld_3_10-02-22_butt,331,36.76,5,[],[]
10-02-22-0041-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,330,36.61,5,[],[]
10-02-22-0042-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,332,36.69,5,[],[]
10-02-22-0043-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,333,36.88,5,[],[]
10-02-22-0044-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,331,36.77,5,[],[]
10-02-22-0045-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,334,36.83,5,[],[]
10-02-22-0046-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,332,36.79,5,[],[]
10-02-22-0047-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,329,36.67,5,[],[]
10-02-22-0048-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,331,36.59,5,[],[]
10-02-22-0049-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,331,36.88,5,[],[]
10-02-22-0050-01,1,excessive_penetration,excessive_penetration_weld_4_10-02-22_butt,332,36.8,5,[],[]
10-02-22-0061-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,331,36.62,5,[],[]
10-02-22-0062-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,332,36.65,5,[],[]
10-02-22-0063-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,332,36.67,5,[],[]
10-02-22-0064-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,332,36.77,5,[],[]
10-02-22-0065-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,329,36.63,5,[],[]
10-02-22-0066-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,329,36.45,5,[],[]
10-02-22-0067-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,331,36.7,5,[],[]
10-02-22-0068-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,330,36.63,5,[],[]
10-02-22-0069-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,330,36.67,5,[],[]
10-02-22-0070-01,1,excessive_penetration,excessive_penetration_weld_5_10-02-22_butt,331,36.56,5,[],[]
11-07-22-0081-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,330,36.64,5,[],[]
11-07-22-0082-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,332,36.61,5,[],[]
11-07-22-0083-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,330,36.63,5,[],[]
11-07-22-0084-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,331,36.6,5,[],[]
11-07-22-0085-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,331,36.67,5,[],[]
11-07-22-0086-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,327,36.47,5,[],[]
11-07-22-0087-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,334,36.95,5,[],[]
11-07-22-0088-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,329,36.65,5,[],[]
11-07-22-0089-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,334,37.03,5,[],[]
11-07-22-0090-01,1,excessive_penetration,excessive_penetration_weld_6_11-07-22_Butt,332,36.74,5,[],[]
11-07-22-0101-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,330,36.56,5,[],[]
11-07-22-0102-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,330,36.51,5,[],[]
11-07-22-0103-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,331,36.66,5,[],[]
11-07-22-0104-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,332,36.68,5,[],[]
11-07-22-0105-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,331,36.71,5,[],[]
11-07-22-0106-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,330,36.56,5,[],[]
11-07-22-0107-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,333,36.71,5,[],[]
11-07-22-0108-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,329,36.78,5,[],[]
11-07-22-0109-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,332,36.66,5,[],[]
11-07-22-0110-01,1,excessive_penetration,excessive_penetration_weld_7_11-07-22_Butt,332,36.69,5,[],[]
11-07-22-0121-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,330,36.55,5,[],[]
11-07-22-0122-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,332,36.7,5,[],[]
11-07-22-0123-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,329,36.54,5,[],[]
11-07-22-0124-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,333,36.66,5,[],[]
11-07-22-0125-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,330,36.66,5,[],[]
11-07-22-0126-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,330,36.57,5,[],[]
11-07-22-0127-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,331,36.72,5,[],[]
11-07-22-0128-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,329,36.59,5,[],[]
11-07-22-0129-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,331,36.66,5,[],[]
11-07-22-0130-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,332,36.65,5,[],[]
11-07-22-0131-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,332,36.65,5,[],[]
11-07-22-0132-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,332,36.77,5,[],[]
11-07-22-0133-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,329,36.55,5,[],[]
11-07-22-0134-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,331,36.58,5,[],[]
11-07-22-0135-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,331,36.58,5,[],[]
11-07-22-0136-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,331,36.6,5,[],[]
11-07-22-0137-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,329,36.5,5,[],[]
11-07-22-0138-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,329,36.57,5,[],[]
11-07-22-0139-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,331,36.6,5,[],[]
11-07-22-0140-01,1,excessive_penetration,excessive_penetration_weld_8_11-07-22_butt,330,36.63,5,[],[]
11-07-22-0141-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,332,36.75,5,[],[]
11-07-22-0142-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,330,36.54,5,[],[]
11-07-22-0143-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,331,36.61,5,[],[]
11-07-22-0144-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,331,36.61,5,[],[]
11-07-22-0145-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,330,36.56,5,[],[]
11-07-22-0146-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,331,36.58,5,[],[]
11-07-22-0147-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,330,36.54,5,[],[]
11-07-22-0148-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,329,36.55,5,[],[]
11-07-22-0149-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,330,36.63,5,[],[]
11-07-22-0150-01,1,excessive_penetration,excessive_penetration_weld_9_11-07-22_butt,329,36.62,5,[],[]
11-21-22-0161-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,317,35.38,5,[],[]
11-21-22-0162-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,319,35.43,5,[],[]
11-21-22-0163-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,318,35.37,5,[],[]
11-21-22-0164-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,320,35.39,5,[],[]
11-21-22-0165-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,318,35.48,5,[],[]
11-21-22-0166-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,321,35.5,5,[],[]
11-21-22-0167-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,319,35.4,5,[],[]
11-21-22-0168-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,320,35.41,5,[],[]
11-21-22-0169-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,317,35.11,5,[],[]
11-21-22-0170-07,1,lack_of_fusion,lack_of_fusion_10_11-21-22_butt,320,35.44,5,[],[]
12-07-22-0181-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,299,33.28,5,[],[]
12-07-22-0182-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,300,33.23,5,[],[]
12-07-22-0183-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,299,33.1,5,[],[]
12-07-22-0184-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,300,33.27,5,[],[]
12-07-22-0185-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,298,33.19,5,[],[]
12-07-22-0186-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,302,33.34,5,[],[]
12-07-22-0187-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,298,33.27,5,[],[]
12-07-22-0188-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,301,33.31,5,[],[]
12-07-22-0189-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,300,33.43,5,[],[]
12-07-22-0190-07,1,lack_of_fusion,lack_of_fusion_11_12-07-22_butt,300,33.29,5,[],[]
12-07-22-0201-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,302,33.44,5,[],[]
12-07-22-0202-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,302,33.31,5,[],[]
12-07-22-0203-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,302,33.35,5,[],[]
12-07-22-0204-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,299,33.2,5,[],[]
12-07-22-0205-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,299,33.31,5,[],[]
12-07-22-0206-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,300,33.25,5,[],[]
12-07-22-0207-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,299,33.19,5,[],[]
12-07-22-0208-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,301,33.42,5,[],[]
12-07-22-0209-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,302,33.27,5,[],[]
12-07-22-0210-07,1,lack_of_fusion,lack_of_fusion_12_12-07-22_butt,299,33.23,5,[],[]
12-07-22-0221-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,303,33.55,5,[],[]
12-07-22-0222-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,300,33.39,5,[],[]
12-07-22-0223-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,299,33.34,5,[],[]
12-07-22-0224-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,302,33.57,5,[],[]
12-07-22-0225-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,303,33.46,5,[],[]
12-07-22-0226-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,301,33.4,5,[],[]
12-07-22-0227-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,301,33.34,5,[],[]
12-07-22-0228-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,302,33.48,5,[],[]
12-07-22-0229-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,300,33.48,5,[],[]
12-07-22-0230-07,1,lack_of_fusion,lack_of_fusion_13_12-07-22_butt,301,33.35,5,[],[]
12-08-22-0241-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,298,33.17,5,[],[]
12-08-22-0242-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,297,33.23,5,[],[]
12-08-22-0243-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,300,33.35,5,[],[]
12-08-22-0244-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,298,33.23,5,[],[]
12-08-22-0245-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,296,33.3,5,[],[]
12-08-22-0246-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,302,33.43,5,[],[]
12-08-22-0247-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,298,33.22,5,[],[]
12-08-22-0248-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,301,33.57,5,[],[]
12-08-22-0249-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,300,33.23,5,[],[]
12-08-22-0250-07,1,lack_of_fusion,lack_of_fusion_14_12-08-22_butt,301,33.33,5,[],[]
12-25-22-0261-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,328,36.79,5,[],[]
12-25-22-0262-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,331,36.71,5,[],[]
12-25-22-0263-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,332,36.8,5,[],[]
12-25-22-0264-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,331,36.91,5,[],[]
12-25-22-0265-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,332,36.78,5,[],[]
12-25-22-0266-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,331,36.81,5,[],[]
12-25-22-0267-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,333,36.83,5,[],[]
12-25-22-0268-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,333,37.04,5,[],[]
12-25-22-0269-07,1,lack_of_fusion,lack_of_fusion_15_12-25-22_butt_BSK46,336,36.92,5,[],[]
